area,codigo_programa,ies,nome_programa,inicio_mestrado,inicio_doutorado,conceito_atual,conceito_recomendado,conceito_ctc,conceito_rec,q2_q5,itens_q2_q5,itens_q3_q4,docentes_ano_2001_2003,docentes_ano_2004_2006,docentes_ano_2001_2006,Teses_2001_2003,Diss_2001_2003,Teses_2004_2006,Diss_2004_2006,Teses_2001_2006,Diss_2001_2006,di_te_2001_2003,di_te_2004_2006,di_te_2001_2006,egressos_mestrado_97_01,egr_m_tit_dou_97_01,n_esp_dout_97_01,escore_1,egressos_dout_97_03,egressos_doc_ppg_97_03,n_esp_doc_ppg_97_03,Escore_2,doc_ies_dif,perc_doc_dif_doc_ppg,bolsistas_prod,docentes,perc_bols_doc,Escore_3,DataHoraRegistro
17,33039011003P9,HOSPHEL,CIÃŠNCIAS DA SAÃšDE,2002.0,,3,2,2.0,2.0,2.0,2.4,2.35,18,36,54,0,32,0,55,0.0,87.0,,,,,,,,,,,,,0.0,0.0,13.0,0.0,,2023-11-29 15:41:58.762555
17,25004018004P5,FESP/UPE,TOCOGINECOLOGIA,1993.0,,3,2,2.0,,2.3,2.2,2.15,20,35,55,0,7,0,12,0.0,19.0,,,,14.0,0.0,3.391,,,,,,,0.0,1.0,9.0,11.11111111,30.61921482,2023-11-29 15:41:58.762555
17,33019010007P0,FCMSCSP,MEDICINA (OTORRINOLARINGOLOGIA),1992.0,1992.0,3,2,2.0,3.0,2.4,2.42,1.9,22,38,60,8,3,8,25,16.0,28.0,0.375,3.125,1.75,24.0,13.0,6.261,76.7141699,14.0,3.0,4.158,,0.0,0.0,0.0,11.0,0.0,,2023-11-29 15:41:58.762555
17,22001018039P6,UFC,TOCO-GINECOLOGIA,2002.0,,3,2,2.0,,1.7,1.66,1.5,17,24,41,0,2,0,13,0.0,15.0,,,,,,,,,,,,,0.0,0.0,9.0,0.0,,2023-11-29 15:41:58.762555
17,31004016012P5,UERJ,MEDICINA (UROLOGIA),1989.0,,3,1,1.0,1.0,1.3,1.195,1.325,22,46,68,0,13,0,10,0.0,23.0,,,,22.0,2.0,5.554,27.43991719,,,,,,0.0,1.0,10.0,10.0,37.39571624,2023-11-29 15:41:58.762555
18,33003033003P6,UNICAMP/Pi,ODONTOLOGIA,1978.0,1983.0,6,7,7.0,,5.0,5.0,5.0,60,77,137,12,35,39,38,51.0,73.0,2.916666667,0.974358974,1.431372549,32.0,24.0,7.411,97.72846649,26.0,7.0,7.923,46.99938716,5.0,71.42857143,9.0,20.0,45.0,74.01634815,2023-11-29 15:41:58.762555
18,33003033008P8,UNICAMP/Pi,CLÃNICA ODONTOLÃ“GICA,1993.0,1993.0,6,6,6.0,,5.0,5.0,5.0,75,116,191,69,78,63,72,132.0,150.0,1.130434783,1.142857143,1.136363636,134.0,111.0,31.893,100.0,134.0,46.0,41.047,58.07646106,35.0,76.08695652,15.0,34.0,44.11764706,73.42005337,2023-11-29 15:41:58.762555
18,33003033009P4,UNICAMP/Pi,ESTOMATOPATOLOGIA,1999.0,1999.0,6,6,6.0,,5.0,4.94,5.0,24,39,63,3,15,12,11,15.0,26.0,5.0,0.916666667,1.733333333,4.0,2.0,0.428,,3.0,1.0,0.643,,1.0,100.0,4.0,8.0,50.0,83.83957094,2023-11-29 15:41:58.762555
18,33003033004P2,UNICAMP/Pi,MATERIAIS DENTÃRIOS,1983.0,1991.0,5,6,6.0,,5.0,5.0,5.0,20,38,58,17,15,13,11,30.0,26.0,0.882352941,0.846153846,0.866666667,36.0,18.0,8.22,78.99003644,28.0,9.0,8.184,57.14800646,8.0,88.88888889,6.0,9.0,66.66666667,86.54379879,2023-11-29 15:41:58.762555
18,33002010139P8,USP,ODONTOLOGIA (PATOLOGIA BUCAL),1988.0,1988.0,7,5,5.0,5.0,5.0,4.79,4.85,23,25,48,19,21,13,10,32.0,31.0,1.105263158,0.769230769,0.96875,37.0,16.0,9.058,70.15719247,35.0,17.0,10.585,77.5562605,14.0,82.35294118,5.0,7.0,71.42857143,90.92719991,2023-11-29 15:41:58.762555
18,32001010025P3,UFMG,ODONTOLOGIA,1979.0,2003.0,5,5,5.0,,5.0,5.0,5.0,64,76,140,0,59,4,60,4.0,119.0,,15.0,29.75,65.0,14.0,15.013,48.863164,,,,,,0.0,7.0,22.0,31.81818182,61.58931384,2023-11-29 15:41:58.762555
18,33002010141P2,USP,ODONTOLOGIA (DENTÃSTICA),1988.0,1988.0,5,5,5.0,,5.0,5.0,5.0,15,34,49,25,14,19,10,44.0,24.0,0.56,0.526315789,0.545454545,47.0,24.0,10.292,81.75989357,66.0,22.0,18.342,61.4902137,18.0,81.81818182,4.0,9.0,44.44444444,72.94407232,2023-11-29 15:41:58.762555
18,33002010146P4,USP,ODONTOLOGIA (MATERIAIS DENTÃRIOS),1988.0,1988.0,5,5,5.0,,5.0,5.0,5.0,9,43,52,5,3,18,4,23.0,7.0,0.6,0.222222222,0.304347826,23.0,14.0,6.134,80.80412069,29.0,8.0,9.827,43.48182817,3.0,37.5,2.0,10.0,20.0,46.62424285,2023-11-29 15:41:58.762555
18,33002029034P7,USP/RP,ODONTOLOGIA (PERIODONTIA),1998.0,2006.0,5,5,5.0,,5.0,5.0,5.0,22,46,68,0,8,0,15,0.0,23.0,,,,8.0,3.0,1.236,,,,,,,0.0,4.0,11.0,36.36363636,64.32796218,2023-11-29 15:41:58.762555
18,33004030059P1,UNESP/ARAR,PERIODONTIA,1990.0,1993.0,5,5,5.0,,5.0,4.96,5.0,28,54,82,14,11,18,19,32.0,30.0,0.785714286,1.055555556,0.9375,24.0,14.0,6.737,76.74935299,29.0,11.0,9.408,60.19432744,8.0,72.72727273,4.0,13.0,30.76923077,58.41699287,2023-11-29 15:41:58.762555
18,33002029019P8,USP/RP,ODONTOLOGIA (REABILITAÃ‡ÃƒO ORAL),1983.0,1987.0,5,5,5.0,,5.0,4.92,5.0,33,71,104,15,16,34,27,49.0,43.0,1.066666667,0.794117647,0.87755102,54.0,42.0,12.609,99.22429889,60.0,16.0,18.444,46.20062999,12.0,75.0,2.0,11.0,18.18181818,46.35571067,2023-11-29 15:41:58.762555
18,33002029035P3,USP/RP,ODONTOPEDIATRIA,1998.0,2006.0,5,5,5.0,,4.9,4.92,5.0,22,36,58,0,15,0,16,0.0,31.0,,,,1.0,0.0,0.107,,,,,,,0.0,7.0,11.0,63.63636364,88.10136036,2023-11-29 15:41:58.762555
18,33003033001P3,UNICAMP/Pi,BIOLOGIA PATOLOGIA BUCO DENTAL,1974.0,1984.0,5,5,5.0,,5.0,4.835,4.925,28,60,88,17,17,23,21,40.0,38.0,1.0,0.913043478,0.95,54.0,38.0,11.962,96.71901643,48.0,22.0,15.584,70.16817391,19.0,86.36363636,4.0,9.0,44.44444444,76.43034008,2023-11-29 15:41:58.762555
18,33004145081P0,UNESP/SJC,BIOPATOLOGIA BUCAL,1997.0,1998.0,5,5,5.0,,5.0,4.84,4.8,34,62,96,12,18,30,34,42.0,52.0,1.5,1.133333333,1.238095238,11.0,5.0,1.462,,19.0,8.0,4.792,,6.0,75.0,1.0,15.0,6.666666667,25.13174865,2023-11-29 15:41:58.762555
18,33002029032P4,USP/RP,ODONTOLOGIA RESTAURADORA,1997.0,2003.0,5,5,5.0,,5.0,4.82,4.8,27,43,70,0,22,0,21,0.0,43.0,,,,32.0,5.0,6.42,43.9895986,,,,,,0.0,5.0,9.0,55.55555556,83.2319342,2023-11-29 15:41:58.762555
18,33032017004P0,UNAERP,ODONTOLOGIA  (ENDODONTIA),2000.0,2005.0,4,5,5.0,,5.0,4.94,5.0,21,42,63,0,20,0,33,0.0,53.0,,,,6.0,1.0,0.642,,,,,,,0.0,2.0,12.0,16.66666667,48.5394798,2023-11-29 15:41:58.762555
18,42005019022P8,PUC/RS,ODONTOLOGIA,1999.0,2003.0,4,5,5.0,,4.9,4.92,5.0,23,84,107,0,27,29,46,29.0,73.0,,1.586206897,2.517241379,18.0,2.0,2.876,,,,,,,0.0,1.0,15.0,6.666666667,25.13174865,2023-11-29 15:41:58.762555
18,33003033005P9,UNICAMP/Pi,RADIOLOGIA ODONTOLÃ“GICA,1983.0,1994.0,4,5,5.0,,4.9,4.83,5.0,26,58,84,13,20,30,14,43.0,34.0,1.538461538,0.466666667,0.790697674,33.0,21.0,7.174,92.5338476,29.0,8.0,8.966,47.43309003,6.0,75.0,6.0,11.0,54.54545455,80.25511859,2023-11-29 15:41:58.762555
18,31001017059P2,UFRJ,ODONTOLOGIA,1960.0,1981.0,4,5,4.0,5.0,5.0,4.93,4.95,6,46,52,6,12,8,41,14.0,53.0,2.0,5.125,3.785714286,46.0,6.0,11.598,34.42335645,23.0,11.0,7.616,71.44237083,7.0,63.63636364,0.0,7.0,0.0,,2023-11-29 15:41:58.762555
18,42001013053P5,UFRGS,ODONTOLOGIA,1991.0,2002.0,4,5,4.0,5.0,5.0,4.825,4.875,38,96,134,0,38,4,37,4.0,75.0,,9.25,18.75,61.0,13.0,12.825,51.27311947,,,,,,0.0,0.0,21.0,0.0,,2023-11-29 15:41:58.762555
18,33004030082P3,UNESP/ARAR,REABILITAÃ‡ÃƒO ORAL,1996.0,1996.0,4,5,5.0,,5.0,4.84,4.8,36,48,84,5,18,20,17,25.0,35.0,3.6,0.85,1.4,8.0,6.0,1.426,,5.0,3.0,1.266,,1.0,33.33333333,4.0,11.0,36.36363636,61.27464953,2023-11-29 15:41:58.762555
18,33004030010P2,UNESP/ARAR,CIÃŠNCIAS ODONTOLÃ“GICAS,1978.0,1983.0,4,5,5.0,,4.6,4.7,4.75,22,54,76,8,7,23,22,31.0,29.0,0.875,0.956521739,0.935483871,19.0,12.0,4.938,,30.0,7.0,8.824,42.39929471,4.0,57.14285714,5.0,16.0,31.25,58.8420587,2023-11-29 15:41:58.762555
18,33002053004P7,USP/FOB,ORTODONTIA E ODONTOLOGIA EM SAÃšDE COLETIVA,1973.0,1983.0,4,5,5.0,,4.7,4.585,4.525,22,49,71,2,29,16,34,18.0,63.0,14.5,2.125,3.5,31.0,15.0,7.178,76.98565225,16.0,8.0,5.566,71.16902704,7.0,87.5,4.0,11.0,36.36363636,68.8309719,2023-11-29 15:41:58.762555
18,33002053008P2,USP/FOB,ODONTOLOGIA (PATOLOGIA BUCAL),1987.0,1987.0,5,4,4.0,,4.3,4.29,4.5,12,19,31,8,11,8,9,16.0,20.0,1.375,1.125,1.25,18.0,12.0,4.505,,21.0,8.0,6.78,60.6561292,8.0,100.0,1.0,4.0,25.0,48.5394798,2023-11-29 15:41:58.762555
18,42003016001P8,UFPEL,ODONTOLOGIA,1976.0,2004.0,5,4,4.0,,4.4,4.475,4.475,23,32,55,0,7,4,10,4.0,17.0,,2.5,4.25,15.0,2.0,3.413,,,,,,,0.0,1.0,8.0,12.5,34.53740444,2023-11-29 15:41:58.762555
18,33002053001P8,USP/FOB,ODONTOLOGIA (DENTÃSTICA),1972.0,1978.0,5,4,4.0,4.0,4.4,4.375,4.475,22,40,62,11,21,16,21,27.0,42.0,1.909090909,1.3125,1.555555556,40.0,25.0,8.983,90.03317922,46.0,9.0,14.406,33.04002452,9.0,100.0,5.0,10.0,50.0,81.38886464,2023-11-29 15:41:58.762555
18,33004030060P0,UNESP/ARAR,ENDODONTIA,1990.0,1993.0,5,4,4.0,,4.4,4.34,4.35,20,33,53,7,4,9,16,16.0,20.0,0.571428571,1.777777778,1.25,15.0,10.0,4.121,,14.0,3.0,4.083,,3.0,100.0,2.0,8.0,25.0,58.8420587,2023-11-29 15:41:58.762555
18,33004021073P5,UNESP/AraÃ§,ODONTOPEDIATRIA,1993.0,1995.0,5,4,4.0,5.0,4.4,4.33,4.05,28,45,73,10,5,6,16,16.0,21.0,0.5,2.666666667,1.3125,14.0,13.0,3.516,,18.0,5.0,4.901,,3.0,60.0,1.0,13.0,7.692307692,30.87920462,2023-11-29 15:41:58.762555
18,33002010138P1,USP,ODONTOLOGIA (DIAGNÃ“STICO BUCAL),1988.0,1988.0,5,4,4.0,,4.1,4.01,4.0,18,53,71,11,12,20,14,31.0,26.0,1.090909091,0.7,0.838709677,35.0,13.0,8.054,66.72424894,41.0,11.0,13.323,44.07751069,9.0,81.81818182,1.0,11.0,9.090909091,36.06823941,2023-11-29 15:41:58.762555
18,41001010008P0,UFSC,ODONTOLOGIA,1971.0,2000.0,5,4,4.0,,3.7,3.64,3.6,61,76,137,10,72,32,36,42.0,108.0,7.2,1.125,2.571428571,43.0,17.0,10.231,67.81201798,10.0,0.0,2.315,,0.0,0.0,3.0,23.0,13.04347826,39.66502066,2023-11-29 15:41:58.762555
18,31004016008P8,UERJ,ODONTOLOGIA,1982.0,1998.0,4,4,4.0,,4.4,4.51,4.55,36,44,80,7,53,17,41,24.0,94.0,7.571428571,2.411764706,3.916666667,63.0,10.0,13.198,43.28339552,8.0,1.0,1.763,,0.0,0.0,0.0,14.0,0.0,,2023-11-29 15:41:58.762555
18,33004145070P8,UNESP/SJC,ODONTOLOGIA RESTAURADORA,1992.0,1992.0,4,4,4.0,,4.4,4.49,4.55,28,59,87,19,21,25,26,44.0,47.0,1.105263158,1.04,1.068181818,21.0,16.0,4.071,,38.0,8.0,11.169,38.260088,2.0,25.0,1.0,12.0,8.333333333,32.14837769,2023-11-29 15:41:58.762555
18,31003010053P0,UFF,ODONTOLOGIA,2002.0,,4,4,4.0,,4.4,4.4,4.5,16,46,62,0,0,0,37,0.0,37.0,0.0,0.0,0.0,,,,,,,,,,0.0,3.0,20.0,15.0,39.63928318,2023-11-29 15:41:58.762555
18,33002053002P4,USP/FOB,ODONTOLOGIA (ESTOMATOLOGIA BIOLOGIA ORAL),1970.0,1975.0,4,4,4.0,,4.4,4.505,4.475,19,60,79,2,3,6,12,8.0,15.0,1.5,2.0,1.875,11.0,9.0,2.967,,10.0,5.0,3.42,,4.0,80.0,3.0,14.0,21.42857143,50.49484768,2023-11-29 15:41:58.762555
18,40003019009P3,PUC/PR,ODONTOLOGIA,1996.0,2006.0,4,4,4.0,,4.3,4.425,4.425,41,73,114,0,17,0,40,0.0,57.0,0.0,0.0,0.0,11.0,0.0,1.652,,,,,,,0.0,1.0,26.0,3.846153846,18.91372138,2023-11-29 15:41:58.762555
18,33119015002P6,SLMANDIC,ODONTOLOGIA,2004.0,2005.0,4,4,4.0,,4.4,4.4375,4.3625,0,46,46,0,0,3,6,3.0,6.0,0.0,2.0,2.0,,,,,,,,,,0.0,1.0,19.0,5.263157895,31.68710056,2023-11-29 15:41:58.762555
18,33002010077P2,USP,CIÃŠNCIAS ODONTOLÃ“GICAS,1971.0,1984.0,4,4,4.0,,4.4,4.39,4.35,3,158,161,2,2,29,65,31.0,67.0,1.0,2.24137931,2.161290323,33.0,15.0,7.794,73.56921727,43.0,12.0,14.423,44.40380199,11.0,91.66666667,6.0,39.0,15.38461539,45.16298791,2023-11-29 15:41:58.762555
18,33021015001P3,UNITAU,ODONTOLOGIA,1991.0,2007.0,4,4,4.0,,4.3,4.37,4.35,40,71,111,0,41,0,108,0.0,149.0,0.0,0.0,0.0,52.0,2.0,9.122,19.71405481,,,,,,0.0,1.0,19.0,5.263157895,27.39583108,2023-11-29 15:41:58.762555
18,33067015003P1,USC,BIOLOGIA ORAL,2003.0,2006.0,4,4,4.0,,4.3,4.21,4.3,13,33,46,0,1,0,15,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,8.0,0.0,,2023-11-29 15:41:58.762555
18,24001015039P1,UFPB/J.P.,ODONTOLOGIA,,2000.0,4,4,4.0,,4.3,4.24,4.25,57,75,132,13,0,36,0,49.0,0.0,0.0,0.0,0.0,,,,,13.0,6.0,3.18,,4.0,66.66666667,2.0,16.0,12.5,40.08063759,2023-11-29 15:41:58.762555
18,33004021074P1,UNESP/AraÃ§,ODONTOLOGIA PREVENTIVA E SOCIAL,1994.0,1995.0,4,4,4.0,,4.4,4.34,4.2,23,37,60,10,6,6,18,16.0,24.0,0.6,3.0,1.5,16.0,7.0,4.131,,20.0,9.0,5.331,80.54553608,7.0,77.77777778,1.0,11.0,9.090909091,33.58227912,2023-11-29 15:41:58.762555
18,42019010001P1,ULBRA,ODONTOLOGIA,1995.0,2006.0,4,4,4.0,,4.3,4.25,4.15,55,66,121,0,60,0,67,0.0,127.0,0.0,0.0,0.0,36.0,6.0,6.869,47.04267638,,,,,,0.0,1.0,17.0,5.882352941,30.87920462,2023-11-29 15:41:58.762555
18,23001011005P7,UFRN,PATOLOGIA ORAL,1978.0,1997.0,4,4,4.0,,4.4,4.445,4.125,18,26,44,8,12,11,10,19.0,22.0,1.5,0.909090909,1.157894737,32.0,10.0,5.876,68.72077568,12.0,5.0,3.247,,3.0,60.0,3.0,6.0,50.0,79.68557275,2023-11-29 15:41:58.762555
18,22001018046P2,UFC,ODONTOLOGIA,2005.0,,4,4,4.0,,4.4,4.43,4.05,0,30,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,13.0,0.0,,2023-11-29 15:41:58.762555
18,25004018006P8,FESP/UPE,ODONTOLOGIA,1972.0,1986.0,4,4,4.0,,4.4,4.29,4.05,56,65,121,27,45,58,35,85.0,80.0,1.666666667,0.603448276,0.941176471,20.0,2.0,2.14,,29.0,9.0,6.703,67.42287094,7.0,77.77777778,3.0,22.0,13.63636364,42.58305107,2023-11-29 15:41:58.762555
18,32008015009P2,PUC/MG,ODONTOLOGIA,2002.0,,4,4,4.0,,4.3,4.25,4.05,31,47,78,0,51,0,33,0.0,84.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,14.0,0.0,,2023-11-29 15:41:58.762555
18,25004018008P0,FESP/UPE,HEBIATRIA - DETERMINANTES DE SAÃšDE NA ADOLESCENCIA,2005.0,,4,4,4.0,,4.2,4.0575,3.95,0,24,24,0,0,0,8,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,0.0,2.0,12.0,16.66666667,50.06837221,2023-11-29 15:41:58.762555
18,33002053005P3,USP/FOB,ODONTOLOGIA (REABILITAÃ‡ÃƒO ORAL),1970.0,1975.0,4,4,4.0,,4.1,4.015,3.925,17,44,61,5,14,7,13,12.0,27.0,2.8,1.857142857,2.25,26.0,17.0,7.083,83.05910173,23.0,6.0,7.684,41.74442694,4.0,66.66666667,2.0,10.0,20.0,52.96531425,2023-11-29 15:41:58.762555
18,33117012001P7,UnG,ODONTOLOGIA,2003.0,,3,4,4.0,,4.3,4.52,4.7,6,29,35,0,0,0,16,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,10.0,0.0,,2023-11-29 15:41:58.762555
18,40005011004P4,UEPG,ODONTOLOGIA,2002.0,,3,4,4.0,,4.0,4.11,4.3,17,38,55,0,0,0,28,0.0,28.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,9.0,0.0,,2023-11-29 15:41:58.762555
18,33078017001P7,UNICSUL,ODONTOLOGIA,2004.0,,3,4,4.0,,4.0,4.03,3.9,0,38,38,0,0,0,9,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,9.0,0.0,,2023-11-29 15:41:58.762555
18,24001015034P0,UFPB/J.P.,ODONTOLOGIA (DIAGNÃ“STICO BUCAL),1990.0,,4,3,3.0,,3.4,3.565,3.675,53,68,121,0,12,0,21,0.0,33.0,0.0,0.0,0.0,38.0,13.0,9.564,60.59480171,,,,,,0.0,1.0,12.0,8.333333333,28.15885471,2023-11-29 15:41:58.762555
18,33004030008P8,UNESP/ARAR,DENTÃSTICA RESTAURADORA,1978.0,1984.0,4,3,3.0,,3.4,3.54,3.25,18,38,56,6,11,17,26,23.0,37.0,1.833333333,1.529411765,1.608695652,32.0,21.0,8.387,85.00072539,43.0,20.0,14.685,68.19554707,14.0,70.0,1.0,11.0,9.090909091,38.37854215,2023-11-29 15:41:58.762555
18,33004021011P0,UNESP/AraÃ§,ODONTOLOGIA,1977.0,1981.0,4,3,3.0,,3.4,3.49,3.1,58,100,158,12,30,27,74,39.0,104.0,2.5,2.740740741,2.666666667,28.0,17.0,6.802,84.91532341999999,38.0,12.0,12.215,51.77978363,6.0,50.0,1.0,29.0,3.448275862,17.86408303,2023-11-29 15:41:58.762555
18,33002053007P6,USP/FOB,ODONTOLOGIA (ENDODONTIA),1987.0,1989.0,3,3,3.0,3.0,3.5,3.725,3.725,12,22,34,7,24,12,10,19.0,34.0,3.428571429,0.833333333,1.789473684,14.0,10.0,4.327,,17.0,8.0,5.082,76.37690963,8.0,100.0,1.0,4.0,25.0,55.01415136,2023-11-29 15:41:58.762555
18,33057010002P7,UNIB,ODONTOLOGIA,2005.0,,3,3,3.0,,3.3,3.483333333,3.5,0,18,18,0,0,0,1,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,8.0,0.0,,2023-11-29 15:41:58.762555
18,33002053003P0,USP/FOB,ODONTOLOGIA (ODONTOPEDIATRIA),1975.0,1986.0,3,3,3.0,,3.4,3.345,3.475,13,26,39,5,9,9,8,14.0,17.0,1.8,0.888888889,1.214285714,20.0,12.0,5.427,79.41243422,16.0,5.0,5.365,49.37367575,4.0,80.0,0.0,5.0,0.0,,2023-11-29 15:41:58.762555
18,32006012016P6,UFU,ODONTOLOGIA,2001.0,,3,3,3.0,3.0,3.4,3.48,3.45,25,49,74,0,27,0,60,0.0,87.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,12.0,8.333333333,34.53740444,2023-11-29 15:41:58.762555
18,28001010029P0,UFBA,ODONTOLOGIA,1992.0,,3,3,3.0,3.0,3.3,3.46,3.45,38,61,99,0,21,0,34,0.0,55.0,0.0,0.0,0.0,60.0,19.0,13.008,63.09666537,,,,,,0.0,1.0,20.0,5.0,28.44321041,2023-11-29 15:41:58.762555
18,33063010002P3,UNIP,ODONTOLOGIA,1993.0,,3,3,3.0,,3.3,3.305,3.375,30,45,75,0,24,0,31,0.0,55.0,0.0,0.0,0.0,52.0,1.0,11.591,9.487469243,,,,,,0.0,0.0,11.0,0.0,,2023-11-29 15:41:58.762555
18,40024016001P2,UNOPAR,ODONTOLOGIA,2003.0,,3,3,3.0,,3.3,3.35,3.35,0,41,41,0,0,0,16,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,9.0,0.0,,2023-11-29 15:41:58.762555
18,25001019058P9,UFPE,ODONTOLOGIA,2001.0,,3,3,3.0,4.0,3.4,3.525,3.325,24,42,66,0,9,0,19,0.0,28.0,0.0,0.0,0.0,,,,,,,,,,0.0,3.0,14.0,21.42857143,55.86312535,2023-11-29 15:41:58.762555
18,23001011033P0,UFRN,ODONTOLOGIA,2003.0,,3,3,3.0,,3.5,3.71,3.3,8,31,39,0,0,0,16,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,13.0,7.692307692,30.87920462,2023-11-29 15:41:58.762555
18,15001016039P6,UFPA,ODONTOLOGIA,2003.0,,3,3,3.0,,3.3,3.318333333,3.275,0,43,43,0,0,0,21,0.0,21.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,13.0,7.692307692,27.03610943,2023-11-29 15:41:58.762555
18,32021011001P0,UNINCOR,CLÃNICA ODONTOLÃ“GICA,2003.0,,3,3,3.0,,3.3,3.455,3.225,10,42,52,0,0,0,21,0.0,21.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,12.0,8.333333333,28.15885471,2023-11-29 15:41:58.762555
18,33017018006P1,UMESP,ODONTOLOGIA,1981.0,,3,3,3.0,,3.4,3.45,3.15,13,32,45,0,16,0,26,0.0,42.0,0.0,0.0,0.0,35.0,4.0,10.071,29.20599064,,,,,,0.0,0.0,10.0,0.0,,2023-11-29 15:41:58.762555
18,33002010187P2,USP,ODONTOLOGIA (PRÃ“TESE-BUCO-MAXILO FACIAL),2003.0,,3,3,3.0,,3.5,3.34,3.15,4,41,45,0,0,0,8,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,7.0,14.28571429,36.91177566,2023-11-29 15:41:58.762555
18,23004010001P0,UNP,ODONTOLOGIA,2004.0,,3,3,3.0,,3.3,3.421428571,3.085714286,0,40,40,0,0,0,17,0.0,17.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,13.0,0.0,,2023-11-29 15:41:58.762555
18,52001016025P0,UFG,ODONTOLOGIA,2003.0,,3,3,3.0,,3.3,3.3,3.05,8,45,53,0,0,0,30,0.0,30.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,12.0,0.0,,2023-11-29 15:41:58.762555
18,33002010076P6,USP,ODONTOLOGIA (ORTODONTIA),1966.0,1995.0,3,3,3.0,,3.4,3.205,2.975,9,36,45,0,1,5,3,5.0,4.0,0.0,0.6,0.8,15.0,0.0,3.869,,,,,,,0.0,1.0,9.0,11.11111111,32.55969588,2023-11-29 15:41:58.762555
18,33034010003P0,UNIMAR,CLÃNICA ODONTOLÃ“GICA,1997.0,,4,2,2.0,2.0,2.4,2.7,2.85,41,36,77,0,32,0,51,0.0,83.0,0.0,0.0,0.0,20.0,1.0,2.14,,,,,,,0.0,2.0,14.0,14.28571429,51.74840207,2023-11-29 15:41:58.762555
18,33003033007P1,UNICAMP/Pi,ODONTOLOGIA LEGAL E DEONTOLOGIA,1990.0,,3,2,2.0,,2.4,2.53,2.15,30,45,75,0,15,0,18,0.0,33.0,0.0,0.0,0.0,24.0,5.0,5.241,49.51151849,,,,,,0.0,3.0,11.0,27.27272727,54.46505651,2023-11-29 15:41:58.762555
19,33002029023P5,USP/RP,CIÃŠNCIAS FARMACÃŠUTICAS,1988.0,1998.0,6,6,6.0,,5.0,5.0,5.0,123,133,256,19,80,54,79,73.0,159.0,4.210526316,1.462962963,2.178082192,78.0,43.0,18.124,82.53621498,24.0,3.0,5.081,30.98574486,2.0,66.66666667,30.0,51.0,58.82352941,69.77294267,2023-11-29 15:41:58.762555
19,33004030081P7,UNESP/ARAR,ANÃLISES CLÃNICAS,1997.0,1997.0,5,6,6.0,,5.0,4.96,5.0,61,66,127,3,43,36,40,39.0,83.0,14.33333333,1.111111111,2.128205128,19.0,9.0,2.698,,3.0,1.0,0.643,,1.0,100.0,4.0,18.0,22.22222222,37.67434463,2023-11-29 15:41:58.762555
19,24001015015P5,UFPB/J.P.,PRODUTOS NATURAIS E SINTÃ‰TICOS BIOATIVOS,1978.0,1998.0,5,6,6.0,,5.0,4.955,4.925,40,73,113,16,27,40,37,56.0,64.0,1.6875,0.925,1.142857143,43.0,18.0,9.723,72.00658255,23.0,2.0,5.17,17.31732202,1.0,50.0,8.0,19.0,42.10526316,61.59124782,2023-11-29 15:41:58.762555
19,33002010079P5,USP,FARMÃCIA (ANÃLISES CLÃNICAS),1972.0,1989.0,6,5,6.0,,5.0,5.0,5.0,60,76,136,23,32,26,43,49.0,75.0,1.391304348,1.653846154,1.530612245,77.0,31.0,19.957,65.30944427,53.0,13.0,15.976,43.46304511,12.0,92.30769231,12.0,16.0,75.0,82.6633288,2023-11-29 15:41:58.762555
19,42001013023P9,UFRGS,CIÃŠNCIAS FARMACÃŠUTICAS,1970.0,1992.0,5,5,5.0,,5.0,4.67,4.75,57,75,132,8,39,10,53,18.0,92.0,4.875,5.3,5.111111111,42.0,9.0,9.888,48.18151207,21.0,11.0,7.322,73.67245717,6.0,54.54545455,19.0,25.0,76.0,81.63809152,2023-11-29 15:41:58.762555
19,33002010078P9,USP,TECNOLOGIA BIOQUÃMICO-FARMACÃŠUTICA,1973.0,1990.0,5,5,5.0,,4.6,4.535,4.675,41,45,86,15,24,16,24,31.0,48.0,1.6,1.5,1.548387097,39.0,9.0,10.748,45.89822806,18.0,0.0,4.592,,0.0,0.0,6.0,12.0,50.0,63.80255336,2023-11-29 15:41:58.762555
