area,codigo_programa,ies,nome_programa,inicio_mestrado,inicio_doutorado,conceito_atual,conceito_recomendado,conceito_ctc,conceito_rec,q2_q5,itens_q2_q5,itens_q3_q4,docentes_ano_2001_2003,docentes_ano_2004_2006,docentes_ano_2001_2006,Teses_2001_2003,Diss_2001_2003,Teses_2004_2006,Diss_2004_2006,Teses_2001_2006,Diss_2001_2006,di_te_2001_2003,di_te_2004_2006,di_te_2001_2006,egressos_mestrado_97_01,egr_m_tit_dou_97_01,n_esp_dout_97_01,escore_1,egressos_dout_97_03,egressos_doc_ppg_97_03,n_esp_doc_ppg_97_03,Escore_2,doc_ies_dif,perc_doc_dif_doc_ppg,bolsistas_prod,docentes,perc_bols_doc,Escore_3,DataHoraRegistro
1,31008011001P9,IMPA-OS,MATEMÃTICA,1962.0,1962.0,7,7,7.0,,5.0,5.0,5.0,92,177,269,38,65,38,91,76.0,156.0,1.710526316,2.394736842,2.052631579,51.0,24.0,12.224,74.38445135,80.0,30.0,26.648,58.30200443,27.0,90.0,29.0,43.0,67.44186047,97.17374116,2023-11-29 15:41:58.762555
1,33003017003P5,UNICAMP,MATEMÃTICA,1972.0,1976.0,7,7,7.0,,5.0,5.0,5.0,97,167,264,24,33,48,37,72.0,70.0,1.375,0.770833333,0.972222222,43.0,16.0,11.063,62.7472517,53.0,24.0,17.056,69.98831813,21.0,87.5,18.0,38.0,47.36842105,59.58934796,2023-11-29 15:41:58.762555
1,33002010007P4,USP,ESTATÃSTICA,1970.0,1970.0,6,7,7.0,,5.0,5.0,5.0,64,107,171,21,29,35,52,56.0,81.0,1.380952381,1.485714286,1.446428571,54.0,13.0,13.353,50.09492211,47.0,25.0,15.762,76.8191131,19.0,76.0,13.0,28.0,46.42857143,70.39810388,2023-11-29 15:41:58.762555
1,53001010003P2,UNB,MATEMÃTICA,1971.0,1975.0,6,7,6.0,7.0,5.0,5.0,5.0,62,78,140,9,34,20,43,29.0,77.0,3.777777778,2.15,2.655172414,61.0,15.0,15.489,49.94224445,21.0,7.0,7.022,52.45859619,7.0,100.0,13.0,23.0,56.52173913,74.22872935,2023-11-29 15:41:58.762555
1,33002010005P1,USP,MATEMÃTICA,1970.0,1970.0,6,6,6.0,6.0,5.0,4.825,4.775,106,194,300,12,17,31,33,43.0,50.0,1.416666667,1.064516129,1.162790698,41.0,18.0,10.809,67.89521516,48.0,17.0,16.132,55.08333357,10.0,58.82352941,16.0,51.0,31.37254902,47.54703826,2023-11-29 15:41:58.762555
1,33002045003P5,USP/SC,MATEMÃTICA,1970.0,1970.0,5,6,6.0,,5.0,5.0,5.0,65,109,174,11,16,18,28,29.0,44.0,1.454545455,1.555555556,1.517241379,27.0,11.0,6.758,67.03713491,33.0,11.0,10.5,54.80161932,9.0,81.81818182,9.0,37.0,24.32432432,38.29026393,2023-11-29 15:41:58.762555
1,31001017003P7,UFRJ,MATEMÃTICA,1970.0,1972.0,5,6,5.0,6.0,5.0,4.7,4.65,89,100,189,16,18,22,23,38.0,41.0,1.125,1.045454545,1.078947368,30.0,8.0,7.646,52.21586027,45.0,3.0,14.155,2.232410369,2.0,66.66666667,16.0,30.0,53.33333333,70.55525875,2023-11-29 15:41:58.762555
1,33003017004P1,UNICAMP,MATEMÃTICA APLICADA,1977.0,1990.0,6,5,5.0,5.0,4.7,4.405,4.275,92,131,223,20,12,21,22,41.0,34.0,0.6,1.047619048,0.829268293,27.0,13.0,7.341,70.25592753,56.0,13.0,18.648,37.19726838,9.0,69.23076923,22.0,38.0,57.89473684,73.22058259,2023-11-29 15:41:58.762555
1,25001019003P0,UFPE,MATEMÃTICA,1967.0,1984.0,5,5,4.0,5.0,4.9,4.805,4.875,51,51,102,5,17,3,18,8.0,35.0,3.4,6.0,4.375,26.0,7.0,7.254,49.8396026,12.0,5.0,3.462,,5.0,100.0,6.0,10.0,60.0,86.55857931,2023-11-29 15:41:58.762555
1,42001013003P8,UFRGS,MATEMÃTICA,1978.0,1995.0,5,5,5.0,,5.0,4.835,4.825,33,56,89,7,15,7,22,14.0,37.0,2.142857143,3.142857143,2.642857143,35.0,10.0,8.413,56.16302589,10.0,3.0,2.713,,1.0,33.33333333,7.0,14.0,50.0,68.96710931,2023-11-29 15:41:58.762555
1,31005012003P2,PUC-RIO,MATEMÃTICA,1969.0,1974.0,5,5,5.0,,4.7,4.826315789,4.710526316,62,57,119,11,27,5,20,16.0,47.0,2.454545455,4.0,2.9375,41.0,4.0,8.855,31.66016108,24.0,8.0,7.702,54.39364065,7.0,87.5,8.0,22.0,36.36363636,52.5566881,2023-11-29 15:41:58.762555
1,33001014007P8,UFSCAR,MATEMÃTICA,1987.0,1996.0,5,5,5.0,,4.9,4.57,4.6,34,52,86,4,17,10,20,14.0,37.0,4.25,2.0,2.642857143,35.0,12.0,8.72,61.01777613,6.0,1.0,1.707,,1.0,100.0,6.0,15.0,40.0,60.88416579,2023-11-29 15:41:58.762555
1,22001018003P1,UFC,MATEMÃTICA,1965.0,1995.0,5,5,4.0,5.0,4.7,4.745,4.575,30,60,90,1,25,3,18,4.0,43.0,25.0,6.0,10.75,48.0,16.0,12.378,58.89882051,9.0,5.0,3.221,,3.0,60.0,9.0,18.0,50.0,58.99646166,2023-11-29 15:41:58.762555
1,32001010003P0,UFMG,MATEMÃTICA,1971.0,2001.0,5,5,5.0,,4.7,4.43,4.4,43,92,135,3,15,4,37,7.0,52.0,5.0,9.25,7.428571429,28.0,6.0,6.778,47.40909708,3.0,1.0,0.569,,0.0,0.0,12.0,25.0,48.0,62.38961981,2023-11-29 15:41:58.762555
1,33002010006P8,USP,MATEMÃTICA APLICADA,1970.0,1970.0,5,5,5.0,,4.4,4.405,4.325,39,74,113,8,10,8,15,16.0,25.0,1.25,1.875,1.5625,33.0,13.0,9.235,61.80110163,32.0,5.0,9.422,27.25892997,3.0,60.0,8.0,21.0,38.0952381,57.61420683,2023-11-29 15:41:58.762555
1,31001017005P0,UFRJ,ESTATÃSTICA,1981.0,2001.0,4,5,5.0,,5.0,4.835,4.85,25,29,54,0,12,5,16,5.0,28.0,,3.2,5.6,14.0,0.0,3.338,,,,,,,,5.0,10.0,50.0,63.86179107,2023-11-29 15:41:58.762555
1,33003017006P4,UNICAMP,ESTATÃSTICA,1977.0,2006.0,4,4,4.0,,4.3,4.43,4.525,35,54,89,0,12,0,16,0.0,28.0,,,,24.0,8.0,6.588,56.84980113,,,,,,,3.0,10.0,30.0,43.52970145,2023-11-29 15:41:58.762555
1,33004153071P0,UNESP/SJRP,MATEMÃTICA APLICADA,1998.0,,4,4,4.0,,4.3,4.27,4.325,32,38,70,0,23,0,26,0.0,49.0,,,,22.0,2.0,4.845,,,,,,,,2.0,12.0,16.66666667,26.70125003,2023-11-29 15:41:58.762555
1,32001010053P7,UFMG,ESTATÃSTICA,1996.0,2005.0,4,4,4.0,,4.3,4.325,4.2,32,51,83,0,30,0,45,0.0,75.0,,,,30.0,2.0,5.082,29.03664635,,,,,,,6.0,17.0,35.29411765,44.34656857,2023-11-29 15:41:58.762555
1,25001019048P3,UFPE,ESTATÃSTICA,1996.0,2007.0,4,4,4.0,,4.3,4.295,4.075,19,43,62,0,18,0,28,0.0,46.0,,,,27.0,5.0,6.021,45.67561186,,,,,,,4.0,12.0,33.33333333,47.08656726,2023-11-29 15:41:58.762555
1,52001016001P3,UFG,MATEMÃTICA,1973.0,,4,4,4.0,,4.3,4.015,3.775,36,66,102,0,15,0,30,0.0,45.0,,,,26.0,2.0,5.202,28.61016818,,,,,,,2.0,20.0,10.0,7.722215505,2023-11-29 15:41:58.762555
1,41001010001P6,UFSC,MATEMÃTICA E COMPUTAÃ‡ÃƒO CIENTÃFICA,1976.0,,4,4,4.0,,3.7,3.84,3.725,23,45,68,0,13,0,25,0.0,38.0,,,,22.0,4.0,5.045,44.4539151,,,,,,,5.0,13.0,38.46153846,57.64350609,2023-11-29 15:41:58.762555
1,40004015013P7,UEM,MATEMÃTICA,1999.0,,4,4,4.0,,3.7,3.58,3.5,38,64,102,0,23,0,20,0.0,43.0,,,,7.0,1.0,0.749,,,,,,,,4.0,13.0,30.76923077,35.83999075,2023-11-29 15:41:58.762555
1,31003010003P3,UFF,MATEMÃTICA,1969.0,,4,4,4.0,,4.1,3.865,3.375,39,55,94,0,8,0,21,0.0,29.0,,,,19.0,6.0,4.731,,,,,,,,4.0,18.0,22.22222222,32.33952627,2023-11-29 15:41:58.762555
1,42001013063P0,UFRGS,MATEMÃTICA APLICADA,1995.0,2000.0,4,4,4.0,,4.0,3.83,3.375,38,63,101,3,46,4,38,7.0,84.0,15.33333333,9.5,12.0,94.0,14.0,22.907,38.08666662,3.0,0.0,0.643,,0.0,,6.0,18.0,33.33333333,47.60817954,2023-11-29 15:41:58.762555
1,33004153047P1,UNESP/SJRP,MATEMÃTICA,1989.0,,3,4,4.0,,4.3,4.405,4.55,33,40,73,0,13,0,26,0.0,39.0,,,,39.0,7.0,11.568,37.85938334,,,,,,,3.0,10.0,30.0,34.95996734,2023-11-29 15:41:58.762555
1,40001016041P1,UFPR,MATEMÃTICA APLICADA,2002.0,,3,4,4.0,,4.0,3.625,3.6,12,32,44,0,0,0,11,0.0,11.0,,,,,,,,,,,,,,2.0,10.0,20.0,34.95996734,2023-11-29 15:41:58.762555
1,33001014017P3,UFSCAR,ESTATÃSTICA,1997.0,2006.0,4,3,3.0,4.0,3.4,3.79,3.9,15,24,39,0,15,0,34,0.0,49.0,,,,12.0,1.0,1.905,,,,,,,,2.0,5.0,40.0,62.38961981,2023-11-29 15:41:58.762555
1,31001017109P0,UFRJ,MATEMÃTICA APLICADA,1996.0,,4,3,3.0,3.0,3.1,3.43,3.3,24,35,59,0,19,0,12,0.0,31.0,,,,17.0,2.0,4.227,,,,,,,,3.0,9.0,33.33333333,42.18362253,2023-11-29 15:41:58.762555
1,24001015035P6,UFPB/J.P.,MATEMÃTICA,1994.0,,4,3,3.0,3.0,3.5,3.545,3.225,34,42,76,0,28,0,29,0.0,57.0,,,,30.0,6.0,6.29,49.50787856,,,,,,,0.0,13.0,0.0,,2023-11-29 15:41:58.762555
1,26001012015P0,UFAL,MATEMÃTICA,2004.0,,3,3,3.0,3.0,3.4,3.7,3.75,0,30,30,0,0,0,7,0.0,7.0,,,,,,,,,,,,,,2.0,8.0,25.0,36.38333012,2023-11-29 15:41:58.762555
1,23001011042P0,UFRN,MATEMÃTICA APLICADA E ESTATISTICA,2006.0,,3,3,3.0,,3.3,3.405,3.25,0,16,16,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,2023-11-29 15:41:58.762555
1,24009016012P7,UFCG,MATEMÃTICA,2003.0,,3,3,3.0,,3.4,3.25,3.05,8,41,49,0,0,0,21,0.0,21.0,,,,,,,,,,,,,,4.0,12.0,33.33333333,38.68143958,2023-11-29 15:41:58.762555
1,15001016041P0,UFPA,MATEMÃTICA E ESTATÃSTICA,2004.0,,3,3,3.0,3.0,3.0,3.0,2.825,0,39,39,0,0,0,18,0.0,18.0,,,,,,,,,,,,,,1.0,10.0,10.0,4.637045883,2023-11-29 15:41:58.762555
1,28001010003P1,UFBA,MATEMÃTICA,1969.0,,3,3,3.0,,2.8,3.020714286,2.642857143,33,43,76,0,22,0,38,0.0,60.0,,,,35.0,2.0,7.71,22.12101745,,,,,,,2.0,9.0,22.22222222,25.19584682,2023-11-29 15:41:58.762555
1,12001015015P1,UFAM,MATEMÃTICA,1998.0,,3,3,3.0,,2.8,2.935,2.625,8,28,36,0,6,0,11,0.0,17.0,,,,,,,,,,,,,,1.0,5.0,20.0,34.95996734,2023-11-29 15:41:58.762555
1,30001013023P5,UFES,MATEMÃTICA,2006.0,,3,3,3.0,,3.1,2.89,2.5,0,8,8,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,2023-11-29 15:41:58.762555
2,31005012004P9,PUC-RIO,INFORMÃTICA,1967.0,1975.0,7,7,6.0,7.0,5.0,5.0,5.0,74,72,146,38,64,45,96,83.0,160.0,1.684210526,2.133333333,1.927710843,130.0,25.0,34.073,42.47001726,87.0,21.0,28.678,39.13760208,19.0,90.47619048,17.0,24.0,70.83333333,92.62023146,2023-11-29 15:41:58.762555
2,31001017004P3,UFRJ,ENGENHARIA DE SISTEMAS E COMPUTAÃ‡ÃƒO,1971.0,1971.0,6,7,6.0,7.0,5.0,5.0,5.0,87,115,202,26,103,54,157,80.0,260.0,3.961538462,2.907407407,3.25,163.0,21.0,40.834,34.29879516,104.0,27.0,36.742,39.27848034,21.0,77.77777778,22.0,37.0,59.45945946,85.15479157,2023-11-29 15:41:58.762555
2,25001019004P6,UFPE,CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO,1975.0,1992.0,5,6,5.0,6.0,5.0,5.0,5.0,72,113,185,21,111,32,159,53.0,270.0,5.285714286,4.96875,5.094339623,121.0,16.0,27.703,36.80912262,44.0,16.0,12.795,63.64334922,11.0,68.75,9.0,34.0,26.47058824,54.00745957,2023-11-29 15:41:58.762555
2,32001010004P6,UFMG,CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO,1974.0,1990.0,5,6,5.0,6.0,5.0,5.0,5.0,54,76,130,20,106,24,96,44.0,202.0,5.3,4.0,4.590909091,175.0,13.0,41.019,25.26460123,36.0,22.0,10.883,91.97790152,19.0,86.36363636,14.0,23.0,60.86956522,83.77077659,2023-11-29 15:41:58.762555
2,42001013004P4,UFRGS,COMPUTAÃ‡ÃƒO,1973.0,1988.0,5,6,6.0,,5.0,5.0,5.0,112,145,257,45,226,48,158,93.0,384.0,5.022222222,3.291666667,4.129032258,315.0,37.0,76.782,32.9537781,73.0,30.0,20.522,72.12065168,22.0,73.33333333,21.0,42.0,50.0,73.78290488,2023-11-29 15:41:58.762555
2,33003017005P8,UNICAMP,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,1977.0,1993.0,5,6,5.0,6.0,4.7,4.6925,4.603846154,93,132,225,12,99,26,92,38.0,191.0,8.25,3.538461538,5.026315789,172.0,15.0,43.391,26.72930226,24.0,13.0,7.479,82.3271299,8.0,61.53846154,16.0,38.0,42.10526316,68.29150478,2023-11-29 15:41:58.762555
2,33002010176P0,USP,CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO,1997.0,1997.0,5,6,5.0,6.0,4.7,4.505,4.476923077,84,124,208,6,46,10,75,16.0,121.0,7.666666667,7.5,7.5625,57.0,7.0,11.969,37.08927429,15.0,11.0,4.633,,4.0,36.36363636,23.0,38.0,60.52631579,80.20032795,2023-11-29 15:41:58.762555
2,33002045004P1,USP/SC,CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO E MATEMÃTICA COMPUTACIONAL,1974.0,1996.0,5,5,5.0,,5.0,5.0,5.0,0,145,145,0,0,55,132,55.0,132.0,,2.4,2.4,240.0,53.0,59.074,47.78038818,27.0,7.0,5.889,61.02993376,2.0,28.57142857,18.0,43.0,41.86046512,66.08610472,2023-11-29 15:41:58.762555
2,31003010046P4,UFF,COMPUTAÃ‡ÃƒO,1995.0,2002.0,4,5,5.0,,4.7,4.6025,4.565384615,33,77,110,0,32,3,88,3.0,120.0,,29.33333333,40.0,,,,,,,,,,,17.0,25.0,68.0,85.25609562,2023-11-29 15:41:58.762555
2,24009016005P0,UFCG,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,1973.0,2005.0,4,5,4.0,5.0,4.65,4.3625,4.276923077,24,55,79,0,50,0,46,0.0,96.0,,,,,,,,,,,,,,2.0,12.0,16.66666667,36.56731133,2023-11-29 15:41:58.762555
2,31001017110P8,UFRJ,INFORMÃTICA,1997.0,,4,5,4.0,5.0,4.6,4.3025,4.257692308,64,85,149,0,79,0,99,0.0,178.0,,,,43.0,4.0,6.845,37.07103267,,,,,,,5.0,23.0,21.73913044,47.15196203,2023-11-29 15:41:58.762555
2,42005019016P8,PUC/RS,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,1994.0,2004.0,4,4,4.0,4.0,4.0,4.0925,4.046153846,47,60,107,0,59,0,71,0.0,130.0,,,,64.0,5.0,13.109,28.46575088,,,,,,,6.0,21.0,28.57142857,51.74739946,2023-11-29 15:41:58.762555
2,22001018031P5,UFC,CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO,1995.0,2005.0,4,4,4.0,,4.0,3.895,3.838461538,38,52,90,0,22,0,28,0.0,50.0,,,,32.0,2.0,7.257,23.03843389,,,,,,,3.0,16.0,18.75,42.74808273,2023-11-29 15:41:58.762555
2,40003019004P1,PUC/PR,INFORMÃTICA APLICADA,1996.0,2006.0,4,4,4.0,,4.0,3.825,3.730769231,31,68,99,0,38,0,57,0.0,95.0,,,,38.0,2.0,8.019,21.54034224,,,,,,,4.0,19.0,21.05263158,44.69507787,2023-11-29 15:41:58.762555
2,33001014008P4,UFSCAR,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,1988.0,,3,4,4.0,,4.55,4.46,4.411538462,58,60,118,0,79,0,92,0.0,171.0,,,,95.0,17.0,23.534,42.07993852,,,,,,,2.0,18.0,11.11111111,34.36416479,2023-11-29 15:41:58.762555
2,22002014002P1,UNIFOR,INFORMÃTICA APLICADA,1999.0,,3,4,4.0,,4.0,4.185,4.130769231,22,43,65,0,23,0,49,0.0,72.0,,,,,,,,,,,,,,0.0,14.0,0.0,,2023-11-29 15:41:58.762555
2,40001016034P5,UFPR,INFORMÃTICA,1996.0,,3,4,4.0,,4.0,4.075,4.115384615,39,52,91,0,66,0,72,0.0,138.0,,,,57.0,6.0,8.964,40.21750075,,,,,,,2.0,16.0,12.5,30.78949882,2023-11-29 15:41:58.762555
2,23001011022P9,UFRN,SISTEMAS E COMPUTAÃ‡ÃƒO,1999.0,,3,4,4.0,,4.0,4.075,4.115384615,37,47,84,0,25,0,47,0.0,72.0,,,,31.0,5.0,5.604,47.62674896,,,,,,,4.0,16.0,25.0,46.05759687,2023-11-29 15:41:58.762555
2,12001015012P2,UFAM,INFORMÃTICA,2001.0,,3,4,4.0,,4.0,4.0,4.0,16,39,55,0,1,0,49,0.0,50.0,,,,,,,,,,,,,,2.0,11.0,18.18181818,38.46588536,2023-11-29 15:41:58.762555
2,42007011006P5,UNISINOS,COMPUTAÃ‡ÃƒO APLICADA,2000.0,,3,4,4.0,,4.0,3.875,3.892307692,41,57,98,0,11,0,40,0.0,51.0,,,,,,,,,,,,,,5.0,16.0,31.25,52.01406397,2023-11-29 15:41:58.762555
2,51001012012P2,UFMS,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,1999.0,,3,4,4.0,,4.0,3.78,3.584615385,30,35,65,0,11,0,17,0.0,28.0,,,,,,,,,,,,,,4.0,10.0,40.0,59.25078457,2023-11-29 15:41:58.762555
2,30001013007P0,UFES,INFORMÃTICA,1994.0,,3,4,3.0,4.0,3.55,3.52,3.392307692,45,74,119,0,49,0,81,0.0,130.0,,,,48.0,2.0,9.997,18.48576435,,,,,,,2.0,21.0,9.523809524,25.9818319,2023-11-29 15:41:58.762555
2,32006012017P2,UFU,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,2001.0,,3,4,3.0,4.0,3.65,3.525,3.346153846,34,50,84,0,15,0,40,0.0,55.0,,,,,,,,,,,,,,3.0,16.0,18.75,39.15485976,2023-11-29 15:41:58.762555
2,41001010025P2,UFSC,CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO,1992.0,,3,4,3.0,4.0,3.65,3.565,3.3,98,110,208,0,415,0,132,0.0,547.0,,,,243.0,4.0,45.069,9.733000316,,,,,,,1.0,29.0,3.448275862,17.18171459,2023-11-29 15:41:58.762555
2,32008015011P7,PUC/MG,INFORMÃTICA,2005.0,,3,3,3.0,,3.3,3.425,3.557692308,0,20,20,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,2.0,10.0,20.0,40.6302015,2023-11-29 15:41:58.762555
2,24001015047P4,UFPB/J.P.,INFORMÃTICA,2006.0,,3,3,3.0,,3.4,3.495,3.461538462,0,13,13,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,2023-11-29 15:41:58.762555
2,25004018011P1,FESP/UPE,ENGENHARIA DA COMPUTAÃ‡ÃƒO,2006.0,,3,3,3.0,,3.55,3.545,3.434615385,0,12,12,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,2023-11-29 15:41:58.762555
2,53001010054P6,UNB,INFORMÃTICA,1989.0,,3,3,3.0,3.0,3.3,3.395,3.415384615,8,27,35,0,0,0,19,0.0,19.0,,,,,,,,,,,,,,2.0,9.0,22.22222222,43.12874318,2023-11-29 15:41:58.762555
2,33020019003P0,UNISANTOS,INFORMÃTICA,2004.0,,3,3,3.0,,3.35,3.34,3.269230769,0,32,32,0,0,0,3,0.0,3.0,,,,,,,,,,,,,,3.0,12.0,25.0,46.05759687,2023-11-29 15:41:58.762555
2,33007012009P9,UNIMEP,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,2000.0,,3,3,3.0,,3.4,3.36,3.207692308,0,22,22,0,0,0,40,0.0,40.0,,,,,,,,,,,,,,0.0,10.0,0.0,,2023-11-29 15:41:58.762555
2,40004015019P5,UEM,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,2002.0,,3,3,3.0,,3.1,3.2,3.092307692,21,41,62,0,0,0,36,0.0,36.0,,,,,,,,,,,,,,1.0,15.0,6.666666667,20.53341385,2023-11-29 15:41:58.762555
2,31007015009P3,IME,SISTEMAS E COMPUTAÃ‡ÃƒO,1971.0,,3,3,3.0,,3.0,3.11,3.092307692,25,44,69,0,26,0,34,0.0,60.0,,,,80.0,5.0,21.163,20.75862733,,,,,,,2.0,13.0,15.38461539,34.88416894,2023-11-29 15:41:58.762555
2,52001016027P2,UFG,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,2004.0,,3,3,3.0,,3.35,3.3225,3.069230769,0,45,45,0,0,0,4,0.0,4.0,,,,,,,,,,,,,,3.0,12.0,25.0,46.05759687,2023-11-29 15:41:58.762555
2,42006015006P9,UCPEL,INFORMÃTICA,2006.0,,3,3,3.0,,3.0,3.125,3.0,0,12,12,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,2023-11-29 15:41:58.762555
2,33111014002P5,FEESR,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,2002.0,,3,3,3.0,,2.9,3.0275,2.734615385,17,32,49,0,0,0,62,0.0,62.0,,,,,,,,,,,,,,2.0,12.0,16.66666667,36.56731133,2023-11-29 15:41:58.762555
2,32002017027P2,UFV,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,2004.0,,3,3,3.0,,2.65,2.87,2.726923077,0,34,34,0,0,0,3,0.0,3.0,,,,,,,,,,,,,,0.0,8.0,0.0,,2023-11-29 15:41:58.762555
2,33004153073P2,UNESP/SJRP,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,2006.0,,3,3,3.0,,2.75,2.7275,2.596153846,0,15,15,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,2023-11-29 15:41:58.762555
2,28013018005P5,UNIFACS,SISTEMAS E COMPUTAÃ‡Ã‚O,2006.0,,3,3,3.0,,2.75,2.8675,2.488461538,0,12,12,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,2023-11-29 15:41:58.762555
2,15001016047P9,UFPA,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO,2005.0,,3,3,3.0,,2.642857143,2.825,2.25,0,29,29,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,1.0,13.0,7.692307692,26.80053632,2023-11-29 15:41:58.762555
3,33003017002P9,UNICAMP,FÃSICA,1970.0,1969.0,7,7,7.0,,5.0,5.0,5.0,252,337,589,73,56,70,69,143.0,125.0,0.767123288,0.985714286,0.874125874,103.0,71.0,27.528,86.38498964,176.0,33.0,58.245,29.52135583,22.0,66.66666667,54.0,94.0,57.44680851,60.94427514,2023-11-29 15:41:58.762555
3,32001010002P3,UFMG,FÃSICA,1968.0,1974.0,7,7,7.0,,5.0,4.97,4.95,118,151,269,15,45,40,51,55.0,96.0,3.0,1.275,1.745454545,71.0,46.0,17.947,86.09099139,77.0,23.0,26.452,46.30122939,18.0,78.26086957,35.0,50.0,70.0,64.1688834,2023-11-29 15:41:58.762555
3,33002010002P2,USP,FÃSICA,1970.0,1970.0,7,7,7.0,,5.0,4.84,4.8,368,427,795,84,85,112,96,196.0,181.0,1.011904762,0.857142857,0.923469388,199.0,119.0,51.571,81.29031033,225.0,43.0,75.766,29.58114531,31.0,72.09302326,81.0,132.0,61.36363636,63.69656689,2023-11-29 15:41:58.762555
3,25001019002P3,UFPE,FÃSICA,1973.0,1975.0,7,7,7.0,,5.0,4.865,4.775,93,102,195,20,31,13,39,33.0,70.0,1.55,3.0,2.121212121,42.0,24.0,11.755,76.00641984,37.0,10.0,11.432,46.56301978,7.0,70.0,26.0,34.0,76.47058824,70.92266762,2023-11-29 15:41:58.762555
3,33002045002P9,USP/SC,FÃSICA,1975.0,1975.0,7,7,7.0,,5.0,4.82,4.7,118,230,348,47,39,66,63,113.0,102.0,0.829787234,0.954545455,0.902654867,110.0,58.0,28.435,75.96653496,149.0,44.0,48.524,48.14705653,35.0,79.54545455,42.0,64.0,65.625,64.24422189,2023-11-29 15:41:58.762555
3,42001013002P1,UFRGS,FÃSICA,1968.0,1964.0,7,7,7.0,,5.0,4.82,4.7,140,199,339,26,32,33,42,59.0,74.0,1.230769231,1.272727273,1.254237288,66.0,36.0,16.625,78.50621469,69.0,11.0,22.177,25.00054488,7.0,63.63636364,42.0,49.0,85.71428571,78.0258004,2023-11-29 15:41:58.762555
3,33002010004P5,USP,ASTRONOMIA,1973.0,1979.0,7,7,7.0,,5.0,4.753333333,4.7,82,89,171,24,18,23,16,47.0,34.0,0.75,0.695652174,0.723404255,32.0,25.0,7.893,96.56498883,51.0,6.0,17.284,14.25715886,6.0,100.0,22.0,29.0,75.86206897,72.04036894,2023-11-29 15:41:58.762555
3,31001017002P0,UFRJ,FÃSICA,1972.0,1979.0,7,7,7.0,,5.0,4.692105263,4.586842105,134,225,359,31,12,29,23,60.0,35.0,0.387096774,0.793103448,0.583333333,25.0,15.0,7.196,76.87963933,73.0,12.0,23.678,25.71177064,8.0,66.66666667,48.0,71.0,67.6056338,65.99578384,2023-11-29 15:41:58.762555
3,31009018001P5,CBPF,FÃSICA,1962.0,1962.0,6,7,7.0,,5.0,4.955,4.925,159,157,316,24,16,32,20,56.0,36.0,0.666666667,0.625,0.642857143,46.0,31.0,12.76,83.6125708,97.0,25.0,32.92,40.60484092,24.0,96.0,36.0,52.0,69.23076923,66.81048519,2023-11-29 15:41:58.762555
3,22001018002P5,UFC,FÃSICA,1976.0,1989.0,6,6,6.0,,4.9,4.63,4.725,47,59,106,17,25,24,39,41.0,64.0,1.470588235,1.625,1.56097561,47.0,27.0,12.677,77.79500885,36.0,11.0,11.646,49.9790629,7.0,63.63636364,14.0,17.0,82.35294118,69.50713351,2023-11-29 15:41:58.762555
3,33015015001P7,IFT/UNESP,FÃSICA,1971.0,1971.0,6,6,6.0,,5.0,4.826315789,4.710526316,60,65,125,20,22,12,27,32.0,49.0,1.1,2.25,1.53125,30.0,19.0,7.689,84.39115424,53.0,14.0,17.55,42.63110182,14.0,100.0,17.0,22.0,77.27272727,74.53482493,2023-11-29 15:41:58.762555
3,31003010002P7,UFF,FÃSICA,1977.0,1985.0,6,6,5.0,6.0,4.9,4.525,4.525,108,125,233,17,14,15,17,32.0,31.0,0.823529412,1.133333333,0.96875,23.0,15.0,5.871,85.94132494,40.0,9.0,12.934,37.12538841,8.0,88.88888889,25.0,40.0,62.5,59.78660219,2023-11-29 15:41:58.762555
