conceito_atual,conceito_ctc,conceito_rec,q2_q5,itens_q2_q5,itens_q3_q4,docentes_ano_2001_2003,docentes_ano_2004_2006,docentes_ano_2001_2006,Teses_2001_2003,Diss_2001_2003,Teses_2004_2006,Diss_2004_2006,Teses_2001_2006,Diss_2001_2006,di_te_2001_2003,di_te_2004_2006,di_te_2001_2006,egressos_mestrado_97_01,egr_m_tit_dou_97_01,n_esp_dout_97_01,escore_1,egressos_dout_97_03,egressos_doc_ppg_97_03,n_esp_doc_ppg_97_03,Escore_2,doc_ies_dif,perc_doc_dif_doc_ppg,bolsistas_prod,docentes,perc_bols_doc,Escore_3,sigla_IES,id_instituicao
5,5.0,5.0,4.8,4.575,4.838461538,89,111,200,32,59,67,27,99.0,86.0,1.84375,0.402985075,0.868686869,109.0,73.0,26.742,89.09349062,70.0,15.0,20.899,38.34108341,15.0,100.0,18.0,33.0,54.54545455,63.44455532,,
5,5.0,,4.55,4.54,4.784615385,35,47,82,3,29,17,33,20.0,62.0,9.666666667,1.941176471,3.1,49.0,25.0,11.929,77.10746854,3.0,2.0,0.643,,1.0,50.0,7.0,13.0,53.84615385,55.60183197,,
5,5.0,,4.8,4.5,4.676923077,33,34,67,15,9,12,14,27.0,23.0,0.6,1.166666667,0.851851852,19.0,7.0,5.164,60.50111032,26.0,6.0,7.984,40.17988361,5.0,83.33333333,6.0,10.0,60.0,70.60424938,,
5,5.0,,4.55,4.635,4.623076923,82,107,189,39,66,43,73,82.0,139.0,1.692307692,1.697674419,1.695121951,90.0,51.0,20.598,84.48255094,79.0,15.0,24.367,32.49754699,14.0,93.33333333,21.0,33.0,63.63636364,72.42778618,,
5,5.0,,4.55,4.52,4.569230769,58,82,140,15,36,30,46,45.0,82.0,2.4,1.533333333,1.822222222,59.0,34.0,14.527,81.92400626,28.0,7.0,8.32,44.88047047,3.0,42.85714286,10.0,21.0,47.61904762,57.27630184,,
5,5.0,,4.6,4.44,4.538461538,37,42,79,3,20,16,22,19.0,42.0,6.666666667,1.375,2.210526316,40.0,13.0,9.624,60.38150326,3.0,2.0,0.495,,1.0,50.0,7.0,14.0,50.0,55.26500828,,
5,5.0,,4.5,4.4,4.538461538,34,37,71,27,22,17,26,44.0,48.0,0.814814815,1.529411765,1.090909091,42.0,10.0,11.587,46.71397854,61.0,6.0,20.731,9.477065136,6.0,100.0,8.0,12.0,66.66666667,72.05280258,,
5,5.0,,4.6,4.2075,4.103846154,39,53,92,8,17,16,17,24.0,34.0,2.125,1.0625,1.416666667,33.0,12.0,8.076,63.70605126,8.0,2.0,1.394,,1.0,50.0,6.0,14.0,42.85714286,53.47801705,,
4,5.0,,4.7,4.645,4.7,47,55,102,0,41,16,36,16.0,77.0,,2.25,4.8125,59.0,26.0,14.469,70.82781065,,,,,,,8.0,19.0,42.10526316,48.14335709,,
4,5.0,,4.6,4.425,4.484615385,44,84,128,5,12,15,44,20.0,56.0,2.4,2.933333333,2.8,32.0,12.0,9.169,59.31351707,21.0,6.0,6.97,45.86631507,2.0,33.33333333,5.0,23.0,21.73913044,30.41790077,,
4,5.0,,4.6,4.415,4.376923077,68,97,165,3,22,22,58,25.0,80.0,7.333333333,2.636363636,3.2,22.0,10.0,4.898,,4.0,0.0,0.66,,0.0,,13.0,32.0,40.625,47.65387936,,
5,4.0,4.0,4.3,4.065,4.084615385,40,45,85,0,31,8,40,8.0,71.0,,5.0,8.875,52.0,21.0,12.197,69.1663534,,,,,,,5.0,15.0,33.33333333,45.00486553,,
5,4.0,4.0,3.9,3.8125,3.757692308,37,45,82,10,10,16,18,26.0,28.0,1.0,1.125,1.076923077,24.0,12.0,6.574,71.44671742,47.0,8.0,15.484,26.35527422,3.0,37.5,7.0,13.0,53.84615385,64.26310749,,
4,4.0,4.0,4.35,4.305,4.484615385,35,33,68,10,23,13,24,23.0,47.0,2.3,1.846153846,2.043478261,28.0,14.0,7.317,73.33222336,19.0,4.0,5.184,41.25501973,2.0,50.0,3.0,11.0,27.27272727,40.58470508,,
4,4.0,4.0,4.55,4.3275,4.273076923,39,55,94,11,16,11,17,22.0,33.0,1.454545455,1.545454545,1.5,25.0,12.0,5.321,80.27608486,16.0,0.0,4.731,,0.0,,8.0,17.0,47.05882353,57.34260468,,
4,4.0,,4.0,3.9625,3.865384615,18,30,48,5,22,10,32,15.0,54.0,4.4,3.2,3.6,31.0,9.0,7.399,56.90432461,19.0,2.0,6.214,12.2160709,2.0,100.0,4.0,8.0,50.0,54.71305232,,
4,4.0,,3.55,3.7375,3.596153846,17,42,59,0,4,0,18,0.0,22.0,,,,,,,,,,,,,,4.0,11.0,36.36363636,44.8682597,,
4,4.0,,4.25,3.8875,3.565384615,34,40,74,6,9,5,18,11.0,27.0,1.5,3.6,2.454545455,19.0,7.0,5.187,60.34968049,19.0,4.0,5.753,37.09455267,2.0,50.0,4.0,11.0,36.36363636,47.53237268,,
4,4.0,,3.7,3.655,3.484615385,63,76,139,0,37,18,48,18.0,85.0,,2.666666667,4.722222222,37.0,15.0,8.057,72.23139688,,,,,,,5.0,21.0,23.80952381,31.87413566,,
4,4.0,,3.65,3.6275,3.380769231,0,36,36,0,0,0,14,0.0,14.0,,,,,,,,,,,,,,4.0,12.0,33.33333333,44.75413614,,
4,4.0,,3.55,3.445,3.3,0,22,22,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
3,4.0,,3.6,3.75,3.892307692,36,53,89,0,19,0,34,0.0,53.0,,,,13.0,3.0,1.961,,,,,,,,4.0,11.0,36.36363636,44.1795769,,
3,4.0,,3.65,3.775,3.623076923,19,50,69,0,1,0,25,0.0,26.0,,,,,,,,,,,,,,8.0,17.0,47.05882353,54.11566488,,
4,4.0,,3.25,3.13,3.0,8,47,55,0,0,0,30,0.0,30.0,,,,,,,,,,,,,,1.0,14.0,7.142857143,9.557846761,,
4,4.0,,3.0,2.955,2.807692308,42,55,97,0,26,0,44,0.0,70.0,,,,29.0,5.0,7.307,40.74928188,,,,,,,2.0,16.0,12.5,20.90675748,,
4,3.0,,3.1,2.9375,2.703846154,24,46,70,0,21,0,19,0.0,40.0,,,,30.0,10.0,7.356,60.59908815,,,,,,,0.0,13.0,0.0,,,
4,4.0,,3.0,3.1625,2.542307692,19,92,111,0,0,0,21,0.0,21.0,,,,,,,,,,,,,,7.0,24.0,29.16666667,41.50838622,,
3,3.0,3.0,3.35,3.385,3.161538462,20,35,55,0,11,0,26,0.0,37.0,,,,,,,,,,,,,,2.0,12.0,16.66666667,20.6382606,,
3,3.0,,3.1,3.2125,3.080769231,11,57,68,0,0,0,11,0.0,11.0,,,,,,,,,,,,,,4.0,18.0,22.22222222,31.32152542,,
3,3.0,,3.25,3.25,3.0,0,18,18,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
3,3.0,,3.25,3.25,3.0,0,16,16,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
3,3.0,,3.384615385,3.2,3.0,0,24,24,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,0.0,9.0,0.0,,,
3,3.0,,3.1,3.18,3.0,22,49,71,0,8,0,27,0.0,35.0,,,,4.0,0.0,0.428,,,,,,,,2.0,11.0,18.18181818,27.79731898,,
3,3.0,,3.0,3.092307692,3.0,0,18,18,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,1.0,8.0,12.5,14.81981819,,
3,3.0,,3.25,3.245,2.946153846,14,28,42,0,1,0,30,0.0,31.0,,,,,,,,,,,,,,3.0,8.0,37.5,41.50838622,,
3,3.0,,3.35,3.1675,2.919230769,32,59,91,0,29,0,33,0.0,62.0,,,,8.0,2.0,0.856,,,,,,,,3.0,17.0,17.64705882,21.88595382,,
3,3.0,,2.7,2.8825,2.619230769,16,48,64,0,15,0,26,0.0,41.0,,,,16.0,5.0,2.647,,,,,,,,0.0,14.0,0.0,,,
3,3.0,,3.05,2.8325,2.403846154,27,55,82,0,19,0,31,0.0,50.0,,,,30.0,10.0,7.386,60.46019064,,,,,,,0.0,15.0,0.0,,,
3,3.0,,2.85,2.77,2.384615385,0,8,8,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
3,3.0,,2.6,2.6,2.384615385,0,14,14,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
3,3.0,,2.7,2.61,2.323076923,21,39,60,0,1,0,20,0.0,21.0,,,,,,,,,,,,,,1.0,12.0,8.333333333,7.815630568,,
3,3.0,,3.076923077,2.892307692,2.0,0,38,38,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,2.0,13.0,15.38461539,18.94328226,,
3,3.0,,2.538461538,2.661538462,2.0,0,11,11,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
7,7.0,,5.0,4.985,4.975,88,123,211,21,44,38,64,59.0,108.0,2.095238095,1.684210526,1.830508475,95.0,23.0,24.004,49.63608903,89.0,29.0,30.722,49.95113988,20.0,68.96551724,26.0,37.0,70.27027027,77.12603611,,
7,7.0,,4.7,4.715,4.525,63,92,155,13,21,13,11,26.0,32.0,1.615384615,0.846153846,1.230769231,35.0,11.0,7.83,61.73105576,47.0,15.0,17.235,46.34239084,15.0,100.0,16.0,23.0,69.56521739,80.01741244,,
6,7.0,,5.0,4.97,4.95,48,61,109,12,27,13,37,25.0,64.0,2.25,2.846153846,2.56,39.0,11.0,8.597,58.56036869,27.0,10.0,8.487,60.58441959,6.0,60.0,14.0,19.0,73.68421053,75.63209172,,
6,6.0,6.0,5.0,4.985,4.975,77,70,147,22,17,13,34,35.0,51.0,0.772727273,2.615384615,1.457142857,41.0,10.0,11.145,47.78297221,47.0,16.0,15.233,54.92612486,14.0,87.5,15.0,24.0,62.5,73.04130441,,
6,6.0,,5.0,4.925,4.975,78,91,169,12,41,13,46,25.0,87.0,3.416666667,3.538461538,3.48,68.0,7.0,16.367,30.59817977,24.0,7.0,7.477,49.57833215,2.0,28.57142857,9.0,29.0,31.03448276,44.31751498,,
6,6.0,,5.0,4.88,4.95,47,55,102,13,17,16,37,29.0,54.0,1.307692308,2.3125,1.862068966,43.0,15.0,11.237,59.97913147,49.0,14.0,16.671,44.80082594,9.0,64.28571429,7.0,14.0,50.0,63.43644033,,
6,6.0,,5.0,4.81,4.75,54,76,130,13,21,10,27,23.0,48.0,1.615384615,2.7,2.086956522,50.0,16.0,12.707,58.0306838,21.0,7.0,5.578,63.82856672,5.0,71.42857143,16.0,24.0,66.66666667,75.76212336,,
6,6.0,,4.7,4.725,4.6,87,99,186,17,15,14,13,31.0,28.0,0.882352941,0.928571429,0.903225806,28.0,21.0,7.01,93.69984719,28.0,8.0,8.379,50.46938678,2.0,25.0,21.0,29.0,72.4137931,86.68952403,,
5,5.0,,5.0,4.835,4.95,33,49,82,10,17,19,31,29.0,48.0,1.7,1.631578947,1.655172414,36.0,6.0,9.218,39.55237075,23.0,10.0,7.051,70.42455605,6.0,60.0,2.0,17.0,11.76470588,17.83539265,,
5,5.0,6.0,5.0,4.841666667,4.875,63,96,159,7,41,14,42,21.0,83.0,5.857142857,3.0,3.952380952,82.0,14.0,22.155,38.85765612,7.0,2.0,1.229,,0.0,0.0,14.0,28.0,50.0,59.67922556,,
5,5.0,,5.0,4.775,4.725,18,26,44,4,14,11,14,15.0,28.0,3.5,1.272727273,1.866666667,36.0,3.0,8.37,27.3578972,10.0,2.0,3.042,,2.0,100.0,6.0,6.0,100.0,90.59069283,,
5,5.0,,4.7,4.595,4.675,60,85,145,16,38,24,34,40.0,72.0,2.375,1.416666667,1.8,115.0,25.0,30.767,45.09799423,40.0,10.0,12.273,43.51870586,10.0,100.0,7.0,21.0,33.33333333,50.11263576,,
5,5.0,,4.7,4.775,4.625,29,22,51,1,17,11,9,12.0,26.0,17.0,0.818181818,2.166666667,11.0,3.0,2.083,,2.0,0.0,0.33,,0.0,,6.0,11.0,54.54545455,60.57488868,,
5,5.0,,4.7,4.745,4.625,44,63,107,4,13,11,27,15.0,40.0,3.25,2.454545455,2.666666667,16.0,5.0,4.048,,17.0,7.0,6.104,59.22153374,6.0,85.71428571,10.0,18.0,55.55555556,67.2528528,,
5,5.0,,4.6,4.63,4.55,26,51,77,0,13,0,30,0.0,43.0,,,,,,,,,,,,,,5.0,15.0,33.33333333,41.56344689,,
4,5.0,,5.0,4.95,4.975,71,84,155,30,25,27,26,57.0,51.0,0.833333333,0.962962963,0.894736842,54.0,29.0,13.338,78.68175947,68.0,18.0,20.588,46.54096619,17.0,94.44444444,13.0,24.0,54.16666667,66.29059509,,
4,5.0,,4.7,4.84,4.775,34,40,74,0,31,3,26,3.0,57.0,,8.666666667,19.0,24.0,3.0,4.0,,,,,,,,4.0,12.0,33.33333333,42.2660247,,
4,5.0,,5.0,4.735,4.775,56,104,160,17,28,25,62,42.0,90.0,1.647058824,2.48,2.142857143,56.0,15.0,15.059,50.75976823,57.0,13.0,17.335,40.09503573,6.0,46.15384615,13.0,29.0,44.82758621,54.61487016,,
4,5.0,,4.7,4.685,4.475,64,99,163,11,23,11,32,22.0,55.0,2.090909091,2.909090909,2.5,75.0,18.0,19.325,48.83010739,14.0,4.0,3.615,,3.0,75.0,7.0,30.0,23.33333333,33.59877469,,
5,4.0,4.0,4.7,4.48,4.2,36,45,81,4,16,12,22,16.0,38.0,4.0,1.833333333,2.375,25.0,9.0,5.796,65.29663916,4.0,0.0,0.881,,0.0,,4.0,14.0,28.57142857,41.96611029,,
5,4.0,,4.0,4.21,4.2,40,56,96,7,13,6,3,13.0,16.0,1.857142857,0.5,1.230769231,16.0,4.0,3.554,,26.0,7.0,9.4,39.81174467,6.0,85.71428571,5.0,13.0,38.46153846,49.04655668,,
5,4.0,4.0,4.4,4.285,3.925,24,47,71,0,9,4,13,4.0,22.0,,3.25,5.5,34.0,2.0,9.59,19.03616817,,,,,,,6.0,13.0,46.15384615,56.92118554,,
4,4.0,,4.4,4.555,4.725,40,52,92,6,27,11,32,17.0,59.0,4.5,2.909090909,3.470588235,32.0,6.0,7.901,43.34082055,9.0,3.0,2.402,,2.0,66.66666667,5.0,15.0,33.33333333,48.44007366,,
4,4.0,4.0,4.4,4.525,4.675,33,55,88,13,23,14,10,27.0,33.0,1.769230769,0.714285714,1.222222222,43.0,7.0,9.399,42.84628103,51.0,13.0,17.121,40.59866406,13.0,100.0,5.0,12.0,41.66666667,57.32701363,,
4,4.0,,4.4,4.36,4.375,55,75,130,21,33,21,29,42.0,62.0,1.571428571,1.380952381,1.476190476,73.0,18.0,17.485,51.7313969,79.0,26.0,25.239,54.00176244,22.0,84.61538462,6.0,22.0,27.27272727,41.69191448,,
4,4.0,4.0,4.4,4.375,4.3,40,73,113,0,17,0,30,0.0,47.0,,,,11.0,1.0,1.915,,,,,,,,8.0,26.0,30.76923077,40.79575268,,
4,4.0,,4.4,4.405,4.075,42,90,132,0,16,11,38,11.0,54.0,,3.454545455,4.909090909,17.0,4.0,3.471,,,,,,,,7.0,28.0,25.0,33.4558674,,
4,4.0,,4.3,4.37,4.05,43,50,93,2,15,8,11,10.0,26.0,7.5,1.375,2.6,18.0,3.0,5.009,37.62542264,2.0,1.0,0.404,,1.0,100.0,7.0,15.0,46.66666667,49.42211826,,
4,4.0,,4.4,4.295,3.975,23,69,92,7,11,18,17,25.0,28.0,1.571428571,0.944444444,1.12,33.0,3.0,8.063,28.01954241,23.0,6.0,7.047,45.39185086,3.0,50.0,11.0,19.0,57.89473684,70.61310478,,
4,4.0,,4.4,4.33,3.95,64,74,138,5,18,16,15,21.0,33.0,3.6,0.9375,1.571428571,42.0,9.0,10.816,45.72939963,11.0,4.0,3.662,,3.0,75.0,8.0,24.0,33.33333333,47.24970279,,
4,2.0,,3.7,3.7,3.5,29,51,80,4,6,12,11,16.0,17.0,1.5,0.916666667,1.0625,14.0,5.0,3.918,,24.0,18.0,9.136,90.28393403,15.0,83.33333333,5.0,15.0,33.33333333,53.63098706,,
4,4.0,,4.1,3.935,3.45,27,36,63,4,21,3,24,7.0,45.0,5.25,8.0,6.428571429,30.0,8.0,6.941,55.18633983,12.0,7.0,3.602,,1.0,14.28571429,1.0,10.0,10.0,24.81862125,,
3,4.0,,4.3,4.445,4.475,27,39,66,0,16,0,25,0.0,41.0,,,,23.0,4.0,5.236,43.49338557,,,,,,,2.0,10.0,20.0,30.50202037,,
3,4.0,,4.0,4.06,4.075,35,56,91,0,16,0,47,0.0,63.0,,,,29.0,0.0,6.495,0.0,,,,,,,2.0,17.0,11.76470588,16.10069098,,
3,3.0,,3.7,3.905,3.775,22,31,53,0,10,0,26,0.0,36.0,,,,,,,,,,,,,,1.0,9.0,11.11111111,12.25549697,,
3,3.0,,3.6,3.835,3.7,19,27,46,0,8,0,22,0.0,30.0,,,,5.0,0.0,0.535,,,,,,,,2.0,10.0,20.0,24.81862125,,
3,4.0,,4.1,3.975,3.45,26,34,60,2,16,7,11,9.0,27.0,8.0,1.571428571,3.0,27.0,2.0,7.299,22.94979788,8.0,3.0,2.89,,1.0,33.33333333,3.0,9.0,33.33333333,58.36841524,,
4,3.0,3.0,3.5,3.52,3.0,28,50,78,0,10,3,32,3.0,42.0,,10.66666667,14.0,36.0,0.0,9.246,0.0,,,,,,,4.0,18.0,22.22222222,33.37628722,,
3,3.0,,3.3,3.736428571,3.485714286,0,18,18,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,2.0,8.0,25.0,47.24970279,,
3,3.0,,3.571428571,3.592857143,3.1,0,24,24,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,0.0,9.0,0.0,,,
3,3.0,,3.4,3.485,2.925,23,36,59,0,20,0,20,0.0,40.0,,,,3.0,0.0,0.321,,,,,,,,1.0,12.0,8.333333333,7.230394517,,
3,3.0,,3.5,3.521666667,2.65,27,43,70,2,14,2,3,4.0,17.0,7.0,1.5,4.25,2.0,0.0,0.214,,2.0,0.0,0.33,,0.0,,4.0,12.0,33.33333333,44.31751498,,
3,3.0,,3.1,3.185,2.575,22,30,52,0,7,0,24,0.0,31.0,,,,,,,,,,,,,,0.0,10.0,0.0,,,
7,7.0,,5.0,5.0,5.0,79,100,179,20,35,49,28,69.0,63.0,1.75,0.571428571,0.913043478,52.0,25.0,11.874,77.30371114,71.0,11.0,22.769,24.14026434,7.0,63.63636364,20.0,30.0,66.66666667,68.43044397,,
6,6.0,,5.0,5.0,5.0,56,83,139,12,41,37,46,49.0,87.0,3.416666667,1.243243243,1.775510204,23.0,11.0,3.031,,13.0,2.0,2.662,,2.0,100.0,17.0,23.0,73.91304348,76.41344373,,
6,7.0,,5.0,5.0,5.0,60,99,159,24,39,37,47,61.0,86.0,1.625,1.27027027,1.409836066,74.0,46.0,18.345,85.0677338,73.0,33.0,24.094,68.50312805,27.0,81.81818182,17.0,19.0,89.47368421,87.29920729,,
6,6.0,,5.0,4.975,5.0,59,110,169,28,17,50,29,78.0,46.0,0.607142857,0.58,0.58974359,51.0,25.0,13.367,72.41462239,108.0,48.0,35.277,68.14458249,48.0,100.0,14.0,25.0,56.0,64.72496312,,
6,6.0,,5.0,4.9,5.0,52,84,136,17,25,17,28,34.0,53.0,1.470588235,1.647058824,1.558823529,40.0,18.0,9.653,72.29515066,57.0,20.0,19.831,53.00184293,11.0,55.0,17.0,25.0,68.0,70.24834094,,
6,6.0,,5.0,4.91,4.892307692,77,137,214,13,37,45,65,58.0,102.0,2.846153846,1.444444444,1.75862069,63.0,27.0,13.582,74.89671462,40.0,10.0,11.436,46.54775013,8.0,80.0,20.0,32.0,62.5,67.34005566,,
6,6.0,,5.0,4.865,4.892307692,44,72,116,33,27,43,30,76.0,57.0,0.818181818,0.697674419,0.75,36.0,28.0,9.247,94.24497191,107.0,23.0,35.074,34.84936365,20.0,86.95652174,12.0,19.0,63.15789474,72.46775267,,
6,6.0,,5.0,4.9,4.846153846,107,136,243,28,79,66,66,94.0,145.0,2.821428571,1.0,1.542553191,90.0,37.0,20.05,71.8795611,60.0,15.0,17.395,45.94096604,7.0,46.66666667,26.0,34.0,76.47058824,76.35712106,,
5,6.0,,5.0,5.0,5.0,81,83,164,27,23,36,37,63.0,60.0,0.851851852,1.027777778,0.952380952,46.0,26.0,11.586,80.05871379,70.0,10.0,23.105,20.66939122,8.0,80.0,12.0,23.0,52.17391304,66.43423205,,
5,6.0,,5.0,4.97,4.953846154,58,77,135,25,27,40,17,65.0,44.0,1.08,0.425,0.676923077,56.0,28.0,14.219,74.50658945,131.0,54.0,44.531,62.05144174,47.0,87.03703704,16.0,20.0,80.0,79.70885685,,
5,6.0,,5.0,4.97,4.953846154,66,85,151,26,26,37,25,63.0,51.0,1.0,0.675675676,0.80952381,70.0,46.0,18.184,85.47761697,108.0,31.0,34.509,47.73185127,24.0,77.41935484,16.0,24.0,66.66666667,71.21691381,,
5,5.0,6.0,5.0,4.785,4.707692308,83,107,190,29,24,37,41,66.0,65.0,0.827586207,1.108108108,0.984848485,65.0,12.0,16.876,41.68919441,62.0,21.0,17.958,60.20199166,16.0,76.19047619,19.0,31.0,61.29032258,66.03846873,,
6,5.0,5.0,4.7,4.5925,4.488461538,212,356,568,8,65,53,66,61.0,131.0,8.125,1.245283019,2.147540984,66.0,22.0,13.891,66.02110177,9.0,0.0,1.633,,0.0,,46.0,111.0,41.44144144,50.82286655,,
5,5.0,,5.0,4.8775,4.811538462,20,51,71,2,12,15,30,17.0,42.0,6.0,2.0,2.470588235,42.0,12.0,11.027,53.40536572,2.0,0.0,0.33,,0.0,,4.0,10.0,40.0,50.72438684,,
5,5.0,,5.0,4.7725,4.765384615,53,71,124,23,34,25,38,48.0,72.0,1.47826087,1.52,1.5,76.0,42.0,19.87,77.47112087,62.0,9.0,18.813,23.82251397,6.0,66.66666667,7.0,20.0,35.0,50.38144052,,
5,5.0,,4.75,4.6325,4.765384615,42,71,113,19,14,22,19,41.0,33.0,0.736842105,0.863636364,0.804878049,38.0,25.0,10.026,84.80873077,52.0,9.0,16.116,29.01598103,9.0,100.0,12.0,17.0,70.58823529,82.04022452,,
5,5.0,,4.45,4.583333333,4.58974359,17,88,105,0,0,1,0,1.0,0.0,,0.0,0.0,,,,,,,,,,,15.0,17.0,88.23529412,79.88017027,,
5,5.0,,5.0,4.6275,4.580769231,57,86,143,18,35,38,31,56.0,66.0,1.944444444,0.815789474,1.178571429,57.0,33.0,13.674,83.30889751,60.0,16.0,19.444,43.93542168,12.0,75.0,12.0,20.0,60.0,64.34844485,,
5,5.0,,4.65,4.655,4.569230769,43,66,109,16,19,25,33,41.0,52.0,1.1875,1.32,1.268292683,43.0,24.0,11.52,76.85613491,68.0,15.0,21.503,37.22249668,12.0,80.0,14.0,16.0,87.5,82.90325368,,
5,5.0,,4.7,4.5425,4.296153846,23,63,86,0,12,0,20,0.0,32.0,,,,,,,,,,,,,,5.0,16.0,31.25,39.16566006,,
5,5.0,,4.7,4.424166667,4.242307692,0,111,111,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
4,5.0,,5.0,4.89,4.892307692,28,57,85,0,15,1,19,1.0,34.0,,19.0,34.0,16.0,6.0,2.567,,,,,,,,5.0,15.0,33.33333333,45.46974762,,
4,5.0,,5.0,4.875,4.846153846,43,61,104,16,27,21,33,37.0,60.0,1.6875,1.571428571,1.621621622,87.0,25.0,22.425,54.14766129,31.0,11.0,8.21,67.30789737,11.0,100.0,8.0,15.0,53.33333333,59.17994783,,
4,5.0,,5.0,4.84,4.815384615,56,82,138,35,0,45,23,80.0,23.0,0.0,0.511111111,0.2875,,,,,66.0,18.0,18.843,50.49298145,12.0,66.66666667,13.0,19.0,68.42105263,76.30252635,,
4,5.0,,5.0,4.83,4.815384615,50,54,104,14,47,22,28,36.0,75.0,3.357142857,1.272727273,2.083333333,41.0,16.0,9.399,68.7313483,40.0,10.0,13.013,41.08787013,10.0,100.0,13.0,16.0,81.25,81.90747748,,
4,5.0,,5.0,4.845,4.8,47,88,135,0,19,8,28,8.0,47.0,,3.5,5.875,6.0,0.0,0.642,,,,,,,,7.0,21.0,33.33333333,38.60937243,,
4,5.0,,5.0,4.69,4.769230769,27,92,119,0,0,3,0,3.0,0.0,,0.0,0.0,,,,,,,,,,,17.0,22.0,77.27272727,79.17622329,,
4,5.0,,5.0,4.6875,4.765384615,42,87,129,10,16,30,26,40.0,42.0,1.6,0.866666667,1.05,48.0,17.0,12.007,62.00213958,36.0,12.0,10.431,59.37953233,5.0,41.66666667,7.0,20.0,35.0,51.40406448,,
4,5.0,,5.0,4.8425,4.757692308,46,56,102,0,9,13,32,13.0,41.0,,2.461538462,3.153846154,,,,,,,,,,,8.0,18.0,44.44444444,60.73139508,,
4,5.0,,5.0,4.77,4.723076923,43,69,112,0,15,1,43,1.0,58.0,,43.0,58.0,9.0,3.0,1.533,,,,,,,,5.0,17.0,29.41176471,33.45758331,,
4,5.0,,4.9,4.66,4.723076923,64,91,155,11,23,22,29,33.0,52.0,2.090909091,1.318181818,1.575757576,10.0,2.0,1.45,,13.0,3.0,2.515,,1.0,33.33333333,11.0,23.0,47.82608696,53.84723655,,
4,5.0,,4.9,4.705,4.707692308,30,55,85,0,12,4,24,4.0,36.0,,6.0,9.0,,,,,,,,,,,7.0,13.0,53.84615385,57.08625443,,
4,5.0,,4.45,4.515,4.661538462,37,45,82,9,16,12,14,21.0,30.0,1.777777778,1.166666667,1.428571429,29.0,15.0,7.285,76.36125155,14.0,0.0,3.449,,0.0,,7.0,12.0,58.33333333,62.61425245,,
4,5.0,,4.9,4.6575,4.657692308,49,74,123,20,27,22,42,42.0,69.0,1.35,1.909090909,1.642857143,56.0,22.0,14.545,64.34408795,20.0,1.0,4.259,,0.0,0.0,17.0,18.0,94.44444444,81.48764095,,
4,5.0,,4.55,4.4625,4.557692308,46,65,111,25,24,36,20,61.0,44.0,0.96,0.555555556,0.721311475,43.0,25.0,11.361,79.202219,74.0,17.0,24.508,37.00279349,16.0,94.11764706,10.0,13.0,76.92307692,78.51112997,,
4,5.0,,4.65,4.5125,4.542307692,44,69,113,11,28,12,32,23.0,60.0,2.545454545,2.666666667,2.608695652,38.0,10.0,9.193,53.3926193,11.0,1.0,1.889,,0.0,0.0,8.0,14.0,57.14285714,63.92292308,,
4,5.0,,4.7,4.6,4.523076923,34,85,119,2,17,22,20,24.0,37.0,8.5,0.909090909,1.541666667,26.0,11.0,3.827,,5.0,0.0,0.899,,0.0,,18.0,23.0,78.26086957,76.79503635,,
4,5.0,,4.6,4.48,4.384615385,48,64,112,5,23,17,35,22.0,58.0,4.6,2.058823529,2.636363636,42.0,17.0,10.899,65.46060028,5.0,1.0,0.972,,1.0,100.0,12.0,21.0,57.14285714,66.20735987,,
4,4.0,4.0,4.3,4.375,4.2,28,45,73,0,26,0,26,0.0,52.0,,,,38.0,5.0,8.746,36.58243403,,,,,,,5.0,11.0,45.45454546,52.91898612,,
5,4.0,4.0,4.35,4.221666667,3.969230769,42,89,131,0,9,0,67,0.0,76.0,,,,,,,,,,,,,,5.0,17.0,29.41176471,32.33484768,,
5,4.0,4.0,4.0,3.96,3.969230769,44,81,125,10,7,7,21,17.0,28.0,0.7,3.0,1.647058824,21.0,15.0,5.161,92.17660246,23.0,8.0,6.739,60.96411168,3.0,37.5,10.0,23.0,43.47826087,56.05458223,,
5,4.0,4.0,4.05,4.02,3.784615385,59,96,155,14,31,16,36,30.0,67.0,2.214285714,2.25,2.233333333,60.0,13.0,15.114,46.62223391,28.0,13.0,8.374,75.56465753,8.0,61.53846154,11.0,23.0,47.82608696,55.78328077,,
5,4.0,4.0,4.05,3.93,3.676923077,40,70,110,16,8,25,21,41.0,29.0,0.5,0.84,0.707317073,50.0,18.0,13.139,60.8632606,63.0,13.0,20.318,33.925595,11.0,84.61538462,7.0,14.0,50.0,55.13865088,,
